mcr_group,pdt
MCR22,PDT000298059.1
MCR22,PDT000298073.1
MCR22,PDT000298078.1
MCR22,PDT000298079.1
MCR23,PDT000123337.1
MCR23,PDT000136716.1
MCR23,PDT000177244.1
MCR23,PDT000274333.1
MCR23,PDT000294554.1
MCR23,PDT000294555.1
MCR23,PDT000294556.1
MCR23,PDT000388472.1
MCR23,PDT000388474.1
MCR24,PDT000168821.1
MCR24,PDT000271760.1
MCR24,PDT000294379.1
MCR24,PDT000294382.1
MCR24,PDT000294385.1
MCR24,PDT000294387.1
MCR24,PDT000294388.1
MCR24,PDT000294394.1
MCR24,PDT000346892.1
MCR24,PDT000346970.1
