"","PDG","PDT","bioproject"
"32892","PDG000000004.1046","PDT000251977.1","PRJNA230969"
"32893","PDG000000004.1046","PDT000251978.1","PRJNA230969"
"32894","PDG000000004.1046","PDT000251979.1","PRJNA230969"
"32895","PDG000000004.1046","PDT000251980.1","PRJNA230969"
"32896","PDG000000004.1046","PDT000251981.1","PRJNA230969"
"32897","PDG000000004.1046","PDT000251982.1","PRJNA230969"
"32898","PDG000000004.1046","PDT000251983.1","PRJNA230969"
"32899","PDG000000004.1046","PDT000251984.1","PRJNA230969"
"32900","PDG000000004.1046","PDT000251985.1","PRJNA230969"
"32901","PDG000000004.1046","PDT000251986.1","PRJNA230969"
"32902","PDG000000004.1046","PDT000251987.1","PRJNA230969"
"32903","PDG000000004.1046","PDT000251988.1","PRJNA230969"
"32904","PDG000000004.1046","PDT000251989.1","PRJNA230969"
"32905","PDG000000004.1046","PDT000251990.1","PRJNA230969"
"32906","PDG000000004.1046","PDT000251991.1","PRJNA230969"
"32907","PDG000000004.1046","PDT000251992.1","PRJNA230969"
"32908","PDG000000004.1046","PDT000251993.1","PRJNA230969"
"32909","PDG000000004.1046","PDT000251994.1","PRJNA230969"
"32910","PDG000000004.1046","PDT000251995.1","PRJNA230969"
"32911","PDG000000004.1046","PDT000251996.1","PRJNA230969"
"32912","PDG000000004.1046","PDT000251997.1","PRJNA230969"
"32913","PDG000000004.1046","PDT000251998.1","PRJNA230969"
"32914","PDG000000004.1046","PDT000251999.1","PRJNA230969"
"32915","PDG000000004.1046","PDT000252000.1","PRJNA230969"
"32916","PDG000000004.1046","PDT000252001.1","PRJNA230969"
"32917","PDG000000004.1046","PDT000252002.1","PRJNA230969"
"32918","PDG000000004.1046","PDT000252003.1","PRJNA230969"
"32919","PDG000000004.1046","PDT000252004.1","PRJNA230969"
"32920","PDG000000004.1046","PDT000252005.1","PRJNA230969"
"32921","PDG000000004.1046","PDT000252006.1","PRJNA230969"
"32922","PDG000000004.1046","PDT000252007.1","PRJNA230969"
"32923","PDG000000004.1046","PDT000252008.1","PRJNA230969"
"32924","PDG000000004.1046","PDT000252009.1","PRJNA230969"
"32925","PDG000000004.1046","PDT000252010.1","PRJNA230969"
"32926","PDG000000004.1046","PDT000252011.1","PRJNA355910"
"32927","PDG000000004.1046","PDT000252012.1","PRJNA355910"
"32928","PDG000000004.1046","PDT000252013.1","PRJNA355910"
"32929","PDG000000004.1046","PDT000252014.1","PRJNA355910"
"32930","PDG000000004.1046","PDT000252015.1","PRJNA355910"
"32931","PDG000000004.1046","PDT000250534.2","PRJNA318589"
"32932","PDG000000004.1046","PDT000250542.2","PRJNA230969"
"32933","PDG000000004.1046","PDT000250545.2","PRJNA230969"
"32934","PDG000000004.1046","PDT000250540.2","PRJNA230969"
"32935","PDG000000004.1046","PDT000250544.2","PRJNA230969"
"32936","PDG000000004.1046","PDT000250609.2","PRJNA218110"
"32937","PDG000000004.1046","PDT000250628.2","PRJNA318589"
"32938","PDG000000004.1046","PDT000250627.2","PRJNA230969"
"32939","PDG000000004.1046","PDT000250631.2","PRJNA318589"
"32940","PDG000000004.1046","PDT000250643.2","PRJNA368991"
"32941","PDG000000004.1046","PDT000250645.2","PRJNA368991"
"32942","PDG000000004.1046","PDT000250651.2","PRJNA368991"
"32943","PDG000000004.1046","PDT000250676.2","PRJNA318589"
"32944","PDG000000004.1046","PDT000250732.2","PRJNA218110"
"32945","PDG000000004.1046","PDT000250731.2","PRJNA218110"
"32946","PDG000000004.1046","PDT000250735.2","PRJNA218110"
"32947","PDG000000004.1046","PDT000250734.2","PRJNA218110"
"32948","PDG000000004.1046","PDT000250733.2","PRJNA218110"
"32949","PDG000000004.1046","PDT000250736.2","PRJNA218110"
"32950","PDG000000004.1046","PDT000250739.2","PRJNA218110"
"32951","PDG000000004.1046","PDT000250737.2","PRJNA218110"
"32952","PDG000000004.1046","PDT000250741.2","PRJNA218110"
"32953","PDG000000004.1046","PDT000250738.2","PRJNA218110"
"32954","PDG000000004.1046","PDT000250740.2","PRJNA218110"
"32955","PDG000000004.1046","PDT000250748.2","PRJNA218110"
"32956","PDG000000004.1046","PDT000250745.2","PRJNA218110"
"32957","PDG000000004.1046","PDT000250744.2","PRJNA218110"
"32958","PDG000000004.1046","PDT000250742.2","PRJNA218110"
"32959","PDG000000004.1046","PDT000250746.2","PRJNA218110"
"32960","PDG000000004.1046","PDT000250747.2","PRJNA218110"
"32961","PDG000000004.1046","PDT000250753.2","PRJNA218110"
"32962","PDG000000004.1046","PDT000250749.2","PRJNA218110"
"32963","PDG000000004.1046","PDT000250754.2","PRJNA218110"
"32964","PDG000000004.1046","PDT000250751.2","PRJNA218110"
"32965","PDG000000004.1046","PDT000250750.2","PRJNA218110"
"32966","PDG000000004.1046","PDT000250752.2","PRJNA218110"
"32967","PDG000000004.1046","PDT000250755.2","PRJNA218110"
"32968","PDG000000004.1046","PDT000250762.2","PRJNA218110"
"32969","PDG000000004.1046","PDT000250756.2","PRJNA218110"
"32970","PDG000000004.1046","PDT000250759.2","PRJNA218110"
"32971","PDG000000004.1046","PDT000250758.2","PRJNA218110"
"32972","PDG000000004.1046","PDT000250761.2","PRJNA218110"
"32973","PDG000000004.1046","PDT000250760.2","PRJNA218110"
"32974","PDG000000004.1046","PDT000250757.2","PRJNA218110"
"32975","PDG000000004.1046","PDT000250763.2","PRJNA218110"
"32976","PDG000000004.1046","PDT000250765.2","PRJNA218110"
"32977","PDG000000004.1046","PDT000250769.2","PRJNA218110"
"32978","PDG000000004.1046","PDT000250766.2","PRJNA218110"
"32979","PDG000000004.1046","PDT000250764.2","PRJNA218110"
"32980","PDG000000004.1046","PDT000250767.2","PRJNA218110"
"32981","PDG000000004.1046","PDT000250768.2","PRJNA218110"
"32982","PDG000000004.1046","PDT000250775.2","PRJNA218110"
"32983","PDG000000004.1046","PDT000250777.2","PRJNA218110"
"32984","PDG000000004.1046","PDT000250772.2","PRJNA218110"
"32985","PDG000000004.1046","PDT000250771.2","PRJNA218110"
"32986","PDG000000004.1046","PDT000250773.2","PRJNA218110"
"32987","PDG000000004.1046","PDT000250770.2","PRJNA218110"
"32988","PDG000000004.1046","PDT000250774.2","PRJNA218110"
"32989","PDG000000004.1046","PDT000250776.2","PRJNA218110"
"32990","PDG000000004.1046","PDT000250781.2","PRJNA218110"
"32991","PDG000000004.1046","PDT000250779.2","PRJNA218110"
"32992","PDG000000004.1046","PDT000250780.2","PRJNA218110"
"32993","PDG000000004.1046","PDT000250782.2","PRJNA218110"
"32994","PDG000000004.1046","PDT000250783.2","PRJNA218110"
"32995","PDG000000004.1046","PDT000250778.2","PRJNA218110"
"32996","PDG000000004.1046","PDT000250784.2","PRJNA218110"
"32997","PDG000000004.1046","PDT000250786.2","PRJNA218110"
"32998","PDG000000004.1046","PDT000250789.2","PRJNA218110"
"32999","PDG000000004.1046","PDT000250787.2","PRJNA218110"
"33000","PDG000000004.1046","PDT000250785.2","PRJNA218110"
"33001","PDG000000004.1046","PDT000250788.2","PRJNA218110"
"33002","PDG000000004.1046","PDT000250790.2","PRJNA218110"
"33003","PDG000000004.1046","PDT000250791.2","PRJNA218110"
"33004","PDG000000004.1046","PDT000250792.2","PRJNA218110"
"33005","PDG000000004.1046","PDT000250796.2","PRJNA278886"
"33006","PDG000000004.1046","PDT000250802.2","PRJNA278886"
"33007","PDG000000004.1046","PDT000250803.2","PRJNA278886"
"33008","PDG000000004.1046","PDT000250806.2","PRJNA278886"
"33009","PDG000000004.1046","PDT000250805.2","PRJNA278886"
"33010","PDG000000004.1046","PDT000250807.2","PRJNA278886"
"33011","PDG000000004.1046","PDT000250811.2","PRJNA218110"
"33012","PDG000000004.1046","PDT000250809.2","PRJNA218110"
"33013","PDG000000004.1046","PDT000250812.2","PRJNA218110"
"33014","PDG000000004.1046","PDT000250813.2","PRJNA218110"
"33015","PDG000000004.1046","PDT000250814.2","PRJNA218110"
"33016","PDG000000004.1046","PDT000250815.2","PRJNA218110"
"33017","PDG000000004.1046","PDT000250816.2","PRJNA218110"
"33018","PDG000000004.1046","PDT000250817.2","PRJNA218110"
"33019","PDG000000004.1046","PDT000250821.2","PRJNA218110"
"33020","PDG000000004.1046","PDT000250819.2","PRJNA218110"
"33021","PDG000000004.1046","PDT000250818.2","PRJNA218110"
"33022","PDG000000004.1046","PDT000250820.2","PRJNA218110"
"33023","PDG000000004.1046","PDT000250824.2","PRJNA218110"
"33024","PDG000000004.1046","PDT000250825.2","PRJNA218110"
"33025","PDG000000004.1046","PDT000250822.2","PRJNA218110"
"33026","PDG000000004.1046","PDT000250827.2","PRJNA218110"
"33027","PDG000000004.1046","PDT000250826.2","PRJNA218110"
"33028","PDG000000004.1046","PDT000250823.2","PRJNA218110"
"33029","PDG000000004.1046","PDT000250830.2","PRJNA218110"
"33030","PDG000000004.1046","PDT000250831.2","PRJNA218110"
"33031","PDG000000004.1046","PDT000250829.2","PRJNA218110"
"33032","PDG000000004.1046","PDT000250828.2","PRJNA218110"
"33033","PDG000000004.1046","PDT000250833.2","PRJNA218110"
"33034","PDG000000004.1046","PDT000250832.2","PRJNA218110"
"33035","PDG000000004.1046","PDT000250835.2","PRJNA218110"
"33036","PDG000000004.1046","PDT000250840.2","PRJNA218110"
"33037","PDG000000004.1046","PDT000250839.2","PRJNA218110"
"33038","PDG000000004.1046","PDT000250834.2","PRJNA218110"
"33039","PDG000000004.1046","PDT000250836.2","PRJNA218110"
"33040","PDG000000004.1046","PDT000250837.2","PRJNA218110"
"33041","PDG000000004.1046","PDT000250838.2","PRJNA218110"
"33042","PDG000000004.1046","PDT000250846.2","PRJNA218110"
"33043","PDG000000004.1046","PDT000250845.2","PRJNA218110"
"33044","PDG000000004.1046","PDT000250843.2","PRJNA218110"
"33045","PDG000000004.1046","PDT000250842.2","PRJNA218110"
"33046","PDG000000004.1046","PDT000250847.2","PRJNA218110"
"33047","PDG000000004.1046","PDT000250844.2","PRJNA218110"
"33048","PDG000000004.1046","PDT000250849.2","PRJNA218110"
"33049","PDG000000004.1046","PDT000250848.2","PRJNA218110"
"33050","PDG000000004.1046","PDT000250850.2","PRJNA218110"
"33051","PDG000000004.1046","PDT000250851.2","PRJNA218110"
"33052","PDG000000004.1046","PDT000250852.2","PRJNA218110"
"33053","PDG000000004.1046","PDT000250854.2","PRJNA218110"
"33054","PDG000000004.1046","PDT000250853.2","PRJNA218110"
"33055","PDG000000004.1046","PDT000250855.2","PRJNA218110"
"33056","PDG000000004.1046","PDT000250857.2","PRJNA218110"
"33057","PDG000000004.1046","PDT000250859.2","PRJNA218110"
"33058","PDG000000004.1046","PDT000250860.2","PRJNA218110"
"33059","PDG000000004.1046","PDT000250861.2","PRJNA218110"
"33060","PDG000000004.1046","PDT000250858.2","PRJNA218110"
"33061","PDG000000004.1046","PDT000250865.2","PRJNA218110"
"33062","PDG000000004.1046","PDT000250866.2","PRJNA218110"
"33063","PDG000000004.1046","PDT000250869.2","PRJNA218110"
"33064","PDG000000004.1046","PDT000250867.2","PRJNA218110"
"33065","PDG000000004.1046","PDT000250862.2","PRJNA218110"
"33066","PDG000000004.1046","PDT000250863.2","PRJNA218110"
"33067","PDG000000004.1046","PDT000250868.2","PRJNA218110"
"33068","PDG000000004.1046","PDT000250864.2","PRJNA218110"
"33069","PDG000000004.1046","PDT000250870.2","PRJNA218110"
"33070","PDG000000004.1046","PDT000250871.2","PRJNA218110"
"33071","PDG000000004.1046","PDT000250872.2","PRJNA218110"
"33072","PDG000000004.1046","PDT000250874.2","PRJNA218110"
"33073","PDG000000004.1046","PDT000250875.2","PRJNA218110"
"33074","PDG000000004.1046","PDT000250873.2","PRJNA218110"
"33075","PDG000000004.1046","PDT000250876.2","PRJNA218110"
"33076","PDG000000004.1046","PDT000250877.2","PRJNA218110"
"33077","PDG000000004.1046","PDT000250880.2","PRJNA218110"
"33078","PDG000000004.1046","PDT000250882.2","PRJNA218110"
"33079","PDG000000004.1046","PDT000250878.2","PRJNA218110"
"33080","PDG000000004.1046","PDT000250881.2","PRJNA218110"
"33081","PDG000000004.1046","PDT000250884.2","PRJNA218110"
"33082","PDG000000004.1046","PDT000250883.2","PRJNA218110"
"33083","PDG000000004.1046","PDT000250879.2","PRJNA218110"
"33084","PDG000000004.1046","PDT000250885.2","PRJNA218110"
"33085","PDG000000004.1046","PDT000250886.2","PRJNA218110"
"33086","PDG000000004.1046","PDT000235316.3","PRJNA218110"
"33087","PDG000000004.1046","PDT000252157.1","PRJNA221632"
"33088","PDG000000004.1046","PDT000252158.1","PRJNA221632"
"33089","PDG000000004.1046","PDT000252159.1","PRJNA221632"
"33090","PDG000000004.1046","PDT000250887.2","PRJNA218110"
"33091","PDG000000004.1046","PDT000252160.1","PRJNA319494"
"33092","PDG000000004.1046","PDT000252161.1","PRJNA319494"
"33093","PDG000000004.1046","PDT000252162.1","PRJNA319494"
"33094","PDG000000004.1046","PDT000252163.1","PRJNA319494"
"33095","PDG000000004.1046","PDT000252164.1","PRJNA319494"
"33096","PDG000000004.1046","PDT000252165.1","PRJNA319494"
"33097","PDG000000004.1046","PDT000252166.1","PRJNA319494"
"33098","PDG000000004.1046","PDT000252167.1","PRJNA319494"
"33099","PDG000000004.1046","PDT000252168.1","PRJNA319494"
"33100","PDG000000004.1046","PDT000252169.1","PRJNA319494"
"33101","PDG000000004.1046","PDT000252170.1","PRJNA319494"
"33102","PDG000000004.1046","PDT000252171.1","PRJNA319494"
"33103","PDG000000004.1046","PDT000252172.1","PRJNA319494"
"33104","PDG000000004.1046","PDT000252173.1","PRJNA319494"
"33105","PDG000000004.1046","PDT000252174.1","PRJNA319494"
"33106","PDG000000004.1046","PDT000252175.1","PRJNA319494"
"33107","PDG000000004.1046","PDT000252176.1","PRJNA319494"
"33108","PDG000000004.1046","PDT000252177.1","PRJNA319494"
"33109","PDG000000004.1046","PDT000252178.1","PRJNA319494"
"33110","PDG000000004.1046","PDT000252179.1","PRJNA319494"
"33111","PDG000000004.1046","PDT000252180.1","PRJNA319494"
"33112","PDG000000004.1046","PDT000252181.1","PRJNA319494"
"33113","PDG000000004.1046","PDT000252182.1","PRJNA319494"
"33114","PDG000000004.1046","PDT000252183.1","PRJNA319494"
"33115","PDG000000004.1046","PDT000252184.1","PRJNA319494"
"33116","PDG000000004.1046","PDT000252185.1","PRJNA319494"
"33117","PDG000000004.1046","PDT000252186.1","PRJNA319494"
"33118","PDG000000004.1046","PDT000252187.1","PRJNA319494"
"33119","PDG000000004.1046","PDT000252188.1","PRJNA319494"
"33120","PDG000000004.1046","PDT000252189.1","PRJNA319494"
"33121","PDG000000004.1046","PDT000252190.1","PRJNA319494"
"33122","PDG000000004.1046","PDT000252191.1","PRJNA319494"
"33123","PDG000000004.1046","PDT000252192.1","PRJNA319494"
"33124","PDG000000004.1046","PDT000252193.1","PRJNA319494"
"33125","PDG000000004.1046","PDT000252194.1","PRJNA319494"
"33126","PDG000000004.1046","PDT000250889.2","PRJNA218110"
"33127","PDG000000004.1046","PDT000251000.2","PRJNA278886"
"33128","PDG000000004.1046","PDT000251001.2","PRJNA278886"
"33129","PDG000000004.1046","PDT000251007.2","PRJNA278886"
"33130","PDG000000004.1046","PDT000251011.2","PRJNA278886"
"33131","PDG000000004.1046","PDT000252425.1","PRJNA230969"
"33132","PDG000000004.1046","PDT000252426.1","PRJNA230969"
"33133","PDG000000004.1046","PDT000252427.1","PRJNA230969"
"33134","PDG000000004.1046","PDT000252428.1","PRJNA230969"
"33135","PDG000000004.1046","PDT000252429.1","PRJNA230969"
"33136","PDG000000004.1046","PDT000252430.1","PRJNA230969"
"33137","PDG000000004.1046","PDT000252431.1","PRJNA230969"
"33138","PDG000000004.1046","PDT000252432.1","PRJNA230969"
"33139","PDG000000004.1046","PDT000252433.1","PRJNA230969"
"33140","PDG000000004.1046","PDT000252434.1","PRJNA230969"
"33141","PDG000000004.1046","PDT000252435.1","PRJNA230969"
"33142","PDG000000004.1046","PDT000252436.1","PRJNA230969"
"33143","PDG000000004.1046","PDT000252437.1","PRJNA230969"
"33144","PDG000000004.1046","PDT000252438.1","PRJNA230969"
"33145","PDG000000004.1046","PDT000252439.1","PRJNA230969"
"33146","PDG000000004.1046","PDT000252440.1","PRJNA230969"
"33147","PDG000000004.1046","PDT000252441.1","PRJNA230969"
"33148","PDG000000004.1046","PDT000252442.1","PRJNA230969"
"33149","PDG000000004.1046","PDT000252443.1","PRJNA230969"
"33150","PDG000000004.1046","PDT000252444.1","PRJNA230969"
"33151","PDG000000004.1046","PDT000252445.1","PRJNA230969"
"33152","PDG000000004.1046","PDT000252446.1","PRJNA230969"
"33153","PDG000000004.1046","PDT000252447.1","PRJNA230969"
"33154","PDG000000004.1046","PDT000252448.1","PRJNA230969"
"33155","PDG000000004.1046","PDT000252449.1","PRJNA230969"
"33156","PDG000000004.1046","PDT000252450.1","PRJNA230969"
"33157","PDG000000004.1046","PDT000252451.1","PRJNA230969"
"33158","PDG000000004.1046","PDT000252452.1","PRJNA230969"
"33159","PDG000000004.1046","PDT000252453.1","PRJNA230969"
"33160","PDG000000004.1046","PDT000252454.1","PRJNA230969"
"33161","PDG000000004.1046","PDT000252455.1","PRJNA230969"
"33162","PDG000000004.1046","PDT000252456.1","PRJNA230969"
"33163","PDG000000004.1046","PDT000252457.1","PRJNA230969"
"33164","PDG000000004.1046","PDT000252458.1","PRJNA230969"
"33165","PDG000000004.1046","PDT000252459.1","PRJNA230969"
"33166","PDG000000004.1046","PDT000252460.1","PRJNA230969"
"33167","PDG000000004.1046","PDT000252461.1","PRJNA230969"
"33168","PDG000000004.1046","PDT000252462.1","PRJNA230969"
"33169","PDG000000004.1046","PDT000252463.1","PRJNA230969"
"33170","PDG000000004.1046","PDT000252464.1","PRJNA230969"
"33171","PDG000000004.1046","PDT000252465.1","PRJNA230969"
"33172","PDG000000004.1046","PDT000252466.1","PRJNA230969"
"33173","PDG000000004.1046","PDT000252467.1","PRJNA230969"
"33174","PDG000000004.1046","PDT000252468.1","PRJNA230969"
"33175","PDG000000004.1046","PDT000252469.1","PRJNA230969"
"33176","PDG000000004.1046","PDT000252470.1","PRJNA230969"
"33177","PDG000000004.1046","PDT000252471.1","PRJNA230969"
"33178","PDG000000004.1046","PDT000252472.1","PRJNA230969"
"33179","PDG000000004.1046","PDT000252473.1","PRJNA230969"
"33180","PDG000000004.1046","PDT000252474.1","PRJNA230969"
"33181","PDG000000004.1046","PDT000252475.1","PRJNA230969"
"33182","PDG000000004.1046","PDT000252476.1","PRJNA230969"
"33183","PDG000000004.1046","PDT000252477.1","PRJNA230969"
"33184","PDG000000004.1046","PDT000252478.1","PRJNA230969"
"33185","PDG000000004.1046","PDT000252479.1","PRJNA230969"
"33186","PDG000000004.1046","PDT000252480.1","PRJNA230969"
"33187","PDG000000004.1046","PDT000252481.1","PRJNA230969"
"33188","PDG000000004.1046","PDT000252482.1","PRJNA230969"
"33189","PDG000000004.1046","PDT000252483.1","PRJNA230969"
"33190","PDG000000004.1046","PDT000252484.1","PRJNA230969"
"33191","PDG000000004.1046","PDT000252485.1","PRJNA230969"
"33192","PDG000000004.1046","PDT000252486.1","PRJNA230969"
"33193","PDG000000004.1046","PDT000252487.1","PRJNA230969"
"33194","PDG000000004.1046","PDT000252488.1","PRJNA230969"
"33195","PDG000000004.1046","PDT000252489.1","PRJNA230969"
"33196","PDG000000004.1046","PDT000252490.1","PRJNA230969"
"33197","PDG000000004.1046","PDT000252491.1","PRJNA230969"
"33198","PDG000000004.1046","PDT000252492.1","PRJNA230969"
"33199","PDG000000004.1046","PDT000252493.1","PRJNA230969"
"33200","PDG000000004.1046","PDT000252494.1","PRJNA230969"
"33201","PDG000000004.1046","PDT000252495.1","PRJNA230969"
"33202","PDG000000004.1046","PDT000252496.1","PRJNA230969"
"33203","PDG000000004.1046","PDT000252497.1","PRJNA230969"
"33204","PDG000000004.1046","PDT000252498.1","PRJNA230969"
"33205","PDG000000004.1046","PDT000252499.1","PRJNA230969"
"33206","PDG000000004.1046","PDT000252500.1","PRJNA230969"
"33207","PDG000000004.1046","PDT000252501.1","PRJNA230969"
"33208","PDG000000004.1046","PDT000252502.1","PRJNA230969"
"33209","PDG000000004.1046","PDT000252503.1","PRJNA230969"
"33210","PDG000000004.1046","PDT000252504.1","PRJNA230969"
"33211","PDG000000004.1046","PDT000252505.1","PRJNA230969"
"33212","PDG000000004.1046","PDT000252506.1","PRJNA230969"
"33213","PDG000000004.1046","PDT000252507.1","PRJNA230969"
"33214","PDG000000004.1046","PDT000252508.1","PRJNA230969"
"33215","PDG000000004.1046","PDT000252509.1","PRJNA230969"
"33216","PDG000000004.1046","PDT000252510.1","PRJNA230969"
"33217","PDG000000004.1046","PDT000252511.1","PRJNA230969"
"33218","PDG000000004.1046","PDT000252512.1","PRJNA230969"
"33219","PDG000000004.1046","PDT000252513.1","PRJNA230969"
"33220","PDG000000004.1046","PDT000252514.1","PRJNA230969"
"33221","PDG000000004.1046","PDT000252515.1","PRJNA230969"
"33222","PDG000000004.1046","PDT000252516.1","PRJNA230969"
"33223","PDG000000004.1046","PDT000252517.1","PRJNA230969"
"33224","PDG000000004.1046","PDT000252518.1","PRJNA230969"
"33225","PDG000000004.1046","PDT000252519.1","PRJNA230969"
"33226","PDG000000004.1046","PDT000252520.1","PRJNA230969"
"33227","PDG000000004.1046","PDT000252521.1","PRJNA230969"
"33228","PDG000000004.1046","PDT000252522.1","PRJNA230969"
"33229","PDG000000004.1046","PDT000252523.1","PRJNA230969"
"33230","PDG000000004.1046","PDT000252524.1","PRJNA230969"
"33231","PDG000000004.1046","PDT000252525.1","PRJNA230969"
"33232","PDG000000004.1046","PDT000252526.1","PRJNA230969"
"33233","PDG000000004.1046","PDT000252527.1","PRJNA230969"
"33234","PDG000000004.1046","PDT000252528.1","PRJNA230969"
"33235","PDG000000004.1046","PDT000231304.3","PRJNA218110"
"33236","PDG000000004.1046","PDT000252529.1","PRJNA230969"
"33237","PDG000000004.1046","PDT000252530.1","PRJNA230969"
"33238","PDG000000004.1046","PDT000252531.1","PRJNA230969"
"33239","PDG000000004.1046","PDT000252532.1","PRJNA230969"
"33240","PDG000000004.1046","PDT000252533.1","PRJNA230969"
"33241","PDG000000004.1046","PDT000252534.1","PRJNA230969"
"33242","PDG000000004.1046","PDT000252535.1","PRJNA230969"
"33243","PDG000000004.1046","PDT000252536.1","PRJNA230969"
"33244","PDG000000004.1046","PDT000252537.1","PRJNA230969"
"33245","PDG000000004.1046","PDT000252538.1","PRJNA230969"
"33246","PDG000000004.1046","PDT000252539.1","PRJNA230969"
"33247","PDG000000004.1046","PDT000252540.1","PRJNA230969"
"33248","PDG000000004.1046","PDT000252541.1","PRJNA230969"
"33249","PDG000000004.1046","PDT000252542.1","PRJNA230969"
"33250","PDG000000004.1046","PDT000252543.1","PRJNA230969"
"33251","PDG000000004.1046","PDT000252544.1","PRJNA230969"
"33252","PDG000000004.1046","PDT000252545.1","PRJNA230969"
"33253","PDG000000004.1046","PDT000252546.1","PRJNA230969"
"33254","PDG000000004.1046","PDT000252547.1","PRJNA230969"
"33255","PDG000000004.1046","PDT000252548.1","PRJNA230969"
"33256","PDG000000004.1046","PDT000252549.1","PRJNA230969"
"33257","PDG000000004.1046","PDT000252550.1","PRJNA230969"
"33258","PDG000000004.1046","PDT000252551.1","PRJNA230969"
"33259","PDG000000004.1046","PDT000252552.1","PRJNA230969"
"33260","PDG000000004.1046","PDT000252553.1","PRJNA230969"
"33261","PDG000000004.1046","PDT000252554.1","PRJNA230969"
"33262","PDG000000004.1046","PDT000252555.1","PRJNA230969"
"33263","PDG000000004.1046","PDT000252556.1","PRJNA230969"
"33264","PDG000000004.1046","PDT000252557.1","PRJNA230969"
"33265","PDG000000004.1046","PDT000252558.1","PRJNA230969"
"33266","PDG000000004.1046","PDT000252559.1","PRJNA230969"
"33267","PDG000000004.1046","PDT000252560.1","PRJNA230969"
"33268","PDG000000004.1046","PDT000252561.1","PRJNA230969"
"33269","PDG000000004.1046","PDT000252562.1","PRJNA230969"
"33270","PDG000000004.1046","PDT000252563.1","PRJNA230969"
"33271","PDG000000004.1046","PDT000252564.1","PRJNA230969"
"33272","PDG000000004.1046","PDT000252565.1","PRJNA230969"
"33273","PDG000000004.1046","PDT000252566.1","PRJNA230969"
"33274","PDG000000004.1046","PDT000252567.1","PRJNA230969"
"33275","PDG000000004.1046","PDT000252568.1","PRJNA230969"
"33276","PDG000000004.1046","PDT000252569.1","PRJNA230969"
"33277","PDG000000004.1046","PDT000252570.1","PRJNA230969"
"33278","PDG000000004.1046","PDT000252571.1","PRJNA230969"
"33279","PDG000000004.1046","PDT000252572.1","PRJNA230969"
"33280","PDG000000004.1046","PDT000252573.1","PRJNA230969"
"33281","PDG000000004.1046","PDT000252574.1","PRJNA230969"
"33282","PDG000000004.1046","PDT000252575.1","PRJNA230969"
"33283","PDG000000004.1046","PDT000252576.1","PRJNA230969"
"33284","PDG000000004.1046","PDT000252577.1","PRJNA230969"
"33285","PDG000000004.1046","PDT000252578.1","PRJNA230969"
"33286","PDG000000004.1046","PDT000252579.1","PRJNA230969"
"33287","PDG000000004.1046","PDT000252580.1","PRJNA230969"
"33288","PDG000000004.1046","PDT000252581.1","PRJNA230969"
"33289","PDG000000004.1046","PDT000252582.1","PRJNA230969"
"33290","PDG000000004.1046","PDT000252583.1","PRJNA230969"
"33291","PDG000000004.1046","PDT000252584.1","PRJNA230969"
"33292","PDG000000004.1046","PDT000252585.1","PRJNA230969"
"33293","PDG000000004.1046","PDT000252586.1","PRJNA230969"
"33294","PDG000000004.1046","PDT000252587.1","PRJNA230969"
"33295","PDG000000004.1046","PDT000252588.1","PRJNA230969"
"33296","PDG000000004.1046","PDT000252589.1","PRJNA230969"
"33297","PDG000000004.1046","PDT000252590.1","PRJNA230969"
"33298","PDG000000004.1046","PDT000252591.1","PRJNA230969"
"33299","PDG000000004.1046","PDT000252593.1","PRJNA230969"
"33300","PDG000000004.1046","PDT000252592.1","PRJNA230969"
"33301","PDG000000004.1046","PDT000252594.1","PRJNA230969"
"33302","PDG000000004.1046","PDT000252595.1","PRJNA230969"
"33303","PDG000000004.1046","PDT000252596.1","PRJNA230969"
"33304","PDG000000004.1046","PDT000252597.1","PRJNA230969"
"33305","PDG000000004.1046","PDT000252598.1","PRJNA230969"
"33306","PDG000000004.1046","PDT000252599.1","PRJNA230969"
"33307","PDG000000004.1046","PDT000252600.1","PRJNA230969"
"33308","PDG000000004.1046","PDT000252601.1","PRJNA230969"
"33309","PDG000000004.1046","PDT000252602.1","PRJNA230969"
"33310","PDG000000004.1046","PDT000252603.1","PRJNA230969"
"33311","PDG000000004.1046","PDT000252604.1","PRJNA230969"
"33312","PDG000000004.1046","PDT000252605.1","PRJNA230969"
"33313","PDG000000004.1046","PDT000252606.1","PRJNA230969"
"33314","PDG000000004.1046","PDT000252607.1","PRJNA230969"
"33315","PDG000000004.1046","PDT000252608.1","PRJNA230969"
"33316","PDG000000004.1046","PDT000252609.1","PRJNA230969"
"33317","PDG000000004.1046","PDT000252610.1","PRJNA230969"
"33318","PDG000000004.1046","PDT000252611.1","PRJNA230969"
"33319","PDG000000004.1046","PDT000252612.1","PRJNA230969"
"33320","PDG000000004.1046","PDT000252613.1","PRJNA230969"
"33321","PDG000000004.1046","PDT000252614.1","PRJNA230969"
"33322","PDG000000004.1046","PDT000252615.1","PRJNA230969"
"33323","PDG000000004.1046","PDT000252616.1","PRJNA230969"
"33324","PDG000000004.1046","PDT000252617.1","PRJNA230969"
"33325","PDG000000004.1046","PDT000252618.1","PRJNA230969"
"33326","PDG000000004.1046","PDT000252619.1","PRJNA230969"
"33327","PDG000000004.1046","PDT000252620.1","PRJNA230969"
"33328","PDG000000004.1046","PDT000252621.1","PRJNA230969"
