"","PDG","PDT","bioproject"
"33329","PDG000000004.1046","PDT000252622.1","PRJNA230969"
"33330","PDG000000004.1046","PDT000252623.1","PRJNA230969"
"33331","PDG000000004.1046","PDT000252624.1","PRJNA230969"
"33332","PDG000000004.1046","PDT000252625.1","PRJNA230969"
"33333","PDG000000004.1046","PDT000252626.1","PRJNA230969"
"33334","PDG000000004.1046","PDT000252627.1","PRJNA230969"
"33335","PDG000000004.1046","PDT000252628.1","PRJNA230969"
"33336","PDG000000004.1046","PDT000252629.1","PRJNA230969"
"33337","PDG000000004.1046","PDT000252630.1","PRJNA230969"
"33338","PDG000000004.1046","PDT000252631.1","PRJNA230969"
"33339","PDG000000004.1046","PDT000252632.1","PRJNA230969"
"33340","PDG000000004.1046","PDT000252633.1","PRJNA230969"
"33341","PDG000000004.1046","PDT000252634.1","PRJNA230969"
"33342","PDG000000004.1046","PDT000252635.1","PRJNA230969"
"33343","PDG000000004.1046","PDT000252636.1","PRJNA230969"
"33344","PDG000000004.1046","PDT000252637.1","PRJNA230969"
"33345","PDG000000004.1046","PDT000252638.1","PRJNA230969"
"33346","PDG000000004.1046","PDT000252639.1","PRJNA230969"
"33347","PDG000000004.1046","PDT000252640.1","PRJNA230969"
"33348","PDG000000004.1046","PDT000252641.1","PRJNA230969"
"33349","PDG000000004.1046","PDT000252642.1","PRJNA230969"
"33350","PDG000000004.1046","PDT000252643.1","PRJNA230969"
"33351","PDG000000004.1046","PDT000252644.1","PRJNA230969"
"33352","PDG000000004.1046","PDT000252645.1","PRJNA230969"
"33353","PDG000000004.1046","PDT000252646.1","PRJNA230969"
"33354","PDG000000004.1046","PDT000252647.1","PRJNA230969"
"33355","PDG000000004.1046","PDT000252648.1","PRJNA230969"
"33356","PDG000000004.1046","PDT000252649.1","PRJNA230969"
"33357","PDG000000004.1046","PDT000252650.1","PRJNA230969"
"33358","PDG000000004.1046","PDT000252651.1","PRJNA230969"
"33359","PDG000000004.1046","PDT000252652.1","PRJNA230969"
"33360","PDG000000004.1046","PDT000252653.1","PRJNA230969"
"33361","PDG000000004.1046","PDT000252654.1","PRJNA230969"
"33362","PDG000000004.1046","PDT000252655.1","PRJNA230969"
"33363","PDG000000004.1046","PDT000252656.1","PRJNA230969"
"33364","PDG000000004.1046","PDT000252657.1","PRJNA230969"
"33365","PDG000000004.1046","PDT000252658.1","PRJNA230969"
"33366","PDG000000004.1046","PDT000252659.1","PRJNA230969"
"33367","PDG000000004.1046","PDT000252660.1","PRJNA230969"
"33368","PDG000000004.1046","PDT000252661.1","PRJNA230969"
"33369","PDG000000004.1046","PDT000252662.1","PRJNA230969"
"33370","PDG000000004.1046","PDT000252663.1","PRJNA230969"
"33371","PDG000000004.1046","PDT000252664.1","PRJNA230969"
"33372","PDG000000004.1046","PDT000252665.1","PRJNA230969"
"33373","PDG000000004.1046","PDT000252666.1","PRJNA230969"
"33374","PDG000000004.1046","PDT000252667.1","PRJNA230969"
"33375","PDG000000004.1046","PDT000252668.1","PRJNA230969"
"33376","PDG000000004.1046","PDT000252669.1","PRJNA230969"
"33377","PDG000000004.1046","PDT000252670.1","PRJNA230969"
"33378","PDG000000004.1046","PDT000252671.1","PRJNA230969"
"33379","PDG000000004.1046","PDT000252672.1","PRJNA230969"
"33380","PDG000000004.1046","PDT000252673.1","PRJNA230969"
"33381","PDG000000004.1046","PDT000252674.1","PRJNA230969"
"33382","PDG000000004.1046","PDT000252675.1","PRJNA230969"
"33383","PDG000000004.1046","PDT000252676.1","PRJNA230969"
"33384","PDG000000004.1046","PDT000252677.1","PRJNA230969"
"33385","PDG000000004.1046","PDT000252678.1","PRJNA230969"
"33386","PDG000000004.1046","PDT000252679.1","PRJNA230969"
"33387","PDG000000004.1046","PDT000252680.1","PRJNA230969"
"33388","PDG000000004.1046","PDT000252681.1","PRJNA230969"
"33389","PDG000000004.1046","PDT000252682.1","PRJNA230969"
"33390","PDG000000004.1046","PDT000252683.1","PRJNA230969"
"33391","PDG000000004.1046","PDT000252684.1","PRJNA230969"
"33392","PDG000000004.1046","PDT000252685.1","PRJNA230969"
"33393","PDG000000004.1046","PDT000252686.1","PRJNA230969"
"33394","PDG000000004.1046","PDT000252687.1","PRJNA230969"
"33395","PDG000000004.1046","PDT000252688.1","PRJNA230969"
"33396","PDG000000004.1046","PDT000252689.1","PRJNA230969"
"33397","PDG000000004.1046","PDT000252690.1","PRJNA230969"
"33398","PDG000000004.1046","PDT000252691.1","PRJNA230969"
"33399","PDG000000004.1046","PDT000252692.1","PRJNA230969"
"33400","PDG000000004.1046","PDT000252693.1","PRJNA230969"
"33401","PDG000000004.1046","PDT000252694.1","PRJNA230969"
"33402","PDG000000004.1046","PDT000252695.1","PRJNA230969"
"33403","PDG000000004.1046","PDT000252696.1","PRJNA230969"
"33404","PDG000000004.1046","PDT000252697.1","PRJNA230969"
"33405","PDG000000004.1046","PDT000252698.1","PRJNA230969"
"33406","PDG000000004.1046","PDT000252699.1","PRJNA230969"
"33407","PDG000000004.1046","PDT000252700.1","PRJNA230969"
"33408","PDG000000004.1046","PDT000252701.1","PRJNA230969"
"33409","PDG000000004.1046","PDT000252702.1","PRJNA230969"
"33410","PDG000000004.1046","PDT000252703.1","PRJNA230969"
"33411","PDG000000004.1046","PDT000252704.1","PRJNA230969"
"33412","PDG000000004.1046","PDT000252705.1","PRJNA230969"
"33413","PDG000000004.1046","PDT000252706.1","PRJNA230969"
"33414","PDG000000004.1046","PDT000252707.1","PRJNA230969"
"33415","PDG000000004.1046","PDT000252708.1","PRJNA230969"
"33416","PDG000000004.1046","PDT000252709.1","PRJNA230969"
"33417","PDG000000004.1046","PDT000252710.1","PRJNA230969"
"33418","PDG000000004.1046","PDT000252711.1","PRJNA230969"
"33419","PDG000000004.1046","PDT000252712.1","PRJNA230969"
"33420","PDG000000004.1046","PDT000252713.1","PRJNA230969"
"33421","PDG000000004.1046","PDT000252714.1","PRJNA230969"
"33422","PDG000000004.1046","PDT000252715.1","PRJNA230969"
"33423","PDG000000004.1046","PDT000252716.1","PRJNA230969"
"33424","PDG000000004.1046","PDT000252717.1","PRJNA230969"
"33425","PDG000000004.1046","PDT000252718.1","PRJNA230969"
"33426","PDG000000004.1046","PDT000252719.1","PRJNA230969"
"33427","PDG000000004.1046","PDT000252720.1","PRJNA230969"
"33428","PDG000000004.1046","PDT000252721.1","PRJNA230969"
"33429","PDG000000004.1046","PDT000252722.1","PRJNA230969"
"33430","PDG000000004.1046","PDT000252723.1","PRJNA230969"
"33431","PDG000000004.1046","PDT000252724.1","PRJNA230969"
"33432","PDG000000004.1046","PDT000252725.1","PRJNA230969"
"33433","PDG000000004.1046","PDT000252726.1","PRJNA230969"
"33434","PDG000000004.1046","PDT000252727.1","PRJNA230969"
"33435","PDG000000004.1046","PDT000252728.1","PRJNA230969"
"33436","PDG000000004.1046","PDT000252729.1","PRJNA230969"
"33437","PDG000000004.1046","PDT000252730.1","PRJNA230969"
"33438","PDG000000004.1046","PDT000252731.1","PRJNA230969"
"33439","PDG000000004.1046","PDT000252732.1","PRJNA230969"
"33440","PDG000000004.1046","PDT000252733.1","PRJNA230969"
"33441","PDG000000004.1046","PDT000252734.1","PRJNA230969"
"33442","PDG000000004.1046","PDT000252735.1","PRJNA230969"
"33443","PDG000000004.1046","PDT000252736.1","PRJNA230969"
"33444","PDG000000004.1046","PDT000252737.1","PRJNA230969"
"33445","PDG000000004.1046","PDT000252738.1","PRJNA230969"
"33446","PDG000000004.1046","PDT000252739.1","PRJNA230969"
"33447","PDG000000004.1046","PDT000252107.2","PRJNA230969"
"33448","PDG000000004.1046","PDT000253649.1","PRJNA231221"
"33449","PDG000000004.1046","PDT000253650.1","PRJNA231221"
"33450","PDG000000004.1046","PDT000253651.1","PRJNA231221"
"33451","PDG000000004.1046","PDT000253652.1","PRJNA231221"
"33452","PDG000000004.1046","PDT000252743.2","PRJNA368991"
"33453","PDG000000004.1046","PDT000252741.2","PRJNA368991"
"33454","PDG000000004.1046","PDT000252745.2","PRJNA368991"
"33455","PDG000000004.1046","PDT000252746.2","PRJNA368991"
"33456","PDG000000004.1046","PDT000252749.2","PRJNA368991"
"33457","PDG000000004.1046","PDT000252751.2","PRJNA368991"
"33458","PDG000000004.1046","PDT000252752.2","PRJNA368991"
"33459","PDG000000004.1046","PDT000252750.2","PRJNA368991"
"33460","PDG000000004.1046","PDT000252754.2","PRJNA218110"
"33461","PDG000000004.1046","PDT000252757.2","PRJNA218110"
"33462","PDG000000004.1046","PDT000252753.2","PRJNA218110"
"33463","PDG000000004.1046","PDT000252756.2","PRJNA218110"
"33464","PDG000000004.1046","PDT000252758.2","PRJNA218110"
"33465","PDG000000004.1046","PDT000252755.2","PRJNA218110"
"33466","PDG000000004.1046","PDT000252759.2","PRJNA218110"
"33467","PDG000000004.1046","PDT000252760.2","PRJNA218110"
"33468","PDG000000004.1046","PDT000252762.2","PRJNA218110"
"33469","PDG000000004.1046","PDT000252764.2","PRJNA218110"
"33470","PDG000000004.1046","PDT000252765.2","PRJNA218110"
"33471","PDG000000004.1046","PDT000252761.2","PRJNA218110"
"33472","PDG000000004.1046","PDT000252768.2","PRJNA218110"
"33473","PDG000000004.1046","PDT000252770.2","PRJNA218110"
"33474","PDG000000004.1046","PDT000252772.2","PRJNA218110"
"33475","PDG000000004.1046","PDT000252771.2","PRJNA218110"
"33476","PDG000000004.1046","PDT000252769.2","PRJNA218110"
"33477","PDG000000004.1046","PDT000252766.2","PRJNA218110"
"33478","PDG000000004.1046","PDT000252767.2","PRJNA218110"
"33479","PDG000000004.1046","PDT000252778.2","PRJNA218110"
"33480","PDG000000004.1046","PDT000252776.2","PRJNA218110"
"33481","PDG000000004.1046","PDT000252777.2","PRJNA218110"
"33482","PDG000000004.1046","PDT000252774.2","PRJNA368991"
"33483","PDG000000004.1046","PDT000252773.2","PRJNA218110"
"33484","PDG000000004.1046","PDT000252775.2","PRJNA218110"
"33485","PDG000000004.1046","PDT000252784.2","PRJNA218110"
"33486","PDG000000004.1046","PDT000252783.2","PRJNA218110"
"33487","PDG000000004.1046","PDT000252781.2","PRJNA218110"
"33488","PDG000000004.1046","PDT000252786.2","PRJNA218110"
"33489","PDG000000004.1046","PDT000252789.2","PRJNA218110"
"33490","PDG000000004.1046","PDT000252787.2","PRJNA218110"
"33491","PDG000000004.1046","PDT000252790.2","PRJNA218110"
"33492","PDG000000004.1046","PDT000252788.2","PRJNA218110"
"33493","PDG000000004.1046","PDT000252791.2","PRJNA218110"
"33494","PDG000000004.1046","PDT000252793.2","PRJNA218110"
"33495","PDG000000004.1046","PDT000252797.2","PRJNA218110"
"33496","PDG000000004.1046","PDT000252795.2","PRJNA368991"
"33497","PDG000000004.1046","PDT000252798.2","PRJNA218110"
"33498","PDG000000004.1046","PDT000252796.2","PRJNA218110"
"33499","PDG000000004.1046","PDT000252799.2","PRJNA218110"
"33500","PDG000000004.1046","PDT000252800.2","PRJNA218110"
"33501","PDG000000004.1046","PDT000252801.2","PRJNA218110"
"33502","PDG000000004.1046","PDT000252808.2","PRJNA218110"
"33503","PDG000000004.1046","PDT000252806.2","PRJNA218110"
"33504","PDG000000004.1046","PDT000252809.2","PRJNA218110"
"33505","PDG000000004.1046","PDT000252811.2","PRJNA218110"
"33506","PDG000000004.1046","PDT000252810.2","PRJNA218110"
"33507","PDG000000004.1046","PDT000252814.2","PRJNA218110"
"33508","PDG000000004.1046","PDT000252817.2","PRJNA218110"
"33509","PDG000000004.1046","PDT000252816.2","PRJNA218110"
"33510","PDG000000004.1046","PDT000252820.2","PRJNA218110"
"33511","PDG000000004.1046","PDT000252819.2","PRJNA218110"
"33512","PDG000000004.1046","PDT000252826.2","PRJNA218110"
"33513","PDG000000004.1046","PDT000252823.2","PRJNA218110"
"33514","PDG000000004.1046","PDT000252829.2","PRJNA218110"
"33515","PDG000000004.1046","PDT000252827.2","PRJNA218110"
"33516","PDG000000004.1046","PDT000252836.2","PRJNA218110"
"33517","PDG000000004.1046","PDT000252843.2","PRJNA218110"
"33518","PDG000000004.1046","PDT000252863.2","PRJNA368991"
"33519","PDG000000004.1046","PDT000252872.2","PRJNA230969"
"33520","PDG000000004.1046","PDT000253682.1","PRJNA413682"
"33521","PDG000000004.1046","PDT000252878.2","PRJNA230969"
"33522","PDG000000004.1046","PDT000252883.2","PRJNA230969"
"33523","PDG000000004.1046","PDT000252881.2","PRJNA230969"
"33524","PDG000000004.1046","PDT000252880.2","PRJNA230969"
"33525","PDG000000004.1046","PDT000252877.2","PRJNA230969"
"33526","PDG000000004.1046","PDT000252879.2","PRJNA230969"
"33527","PDG000000004.1046","PDT000252892.2","PRJNA230968"
"33528","PDG000000004.1046","PDT000252894.2","PRJNA230969"
"33529","PDG000000004.1046","PDT000252897.2","PRJNA230969"
"33530","PDG000000004.1046","PDT000252899.2","PRJNA230969"
"33531","PDG000000004.1046","PDT000252900.2","PRJNA230968"
"33532","PDG000000004.1046","PDT000252893.2","PRJNA230968"
"33533","PDG000000004.1046","PDT000252908.2","PRJNA368991"
"33534","PDG000000004.1046","PDT000252926.2","PRJNA368991"
"33535","PDG000000004.1046","PDT000252937.2","PRJNA368991"
"33536","PDG000000004.1046","PDT000252957.2","PRJNA368991"
"33537","PDG000000004.1046","PDT000252962.2","PRJNA230969"
"33538","PDG000000004.1046","PDT000252963.2","PRJNA230969"
"33539","PDG000000004.1046","PDT000252960.2","PRJNA230969"
"33540","PDG000000004.1046","PDT000252961.2","PRJNA230969"
"33541","PDG000000004.1046","PDT000252964.2","PRJNA230969"
"33542","PDG000000004.1046","PDT000252968.2","PRJNA368991"
"33543","PDG000000004.1046","PDT000252965.2","PRJNA230969"
"33544","PDG000000004.1046","PDT000252966.2","PRJNA230969"
"33545","PDG000000004.1046","PDT000252969.2","PRJNA230969"
"33546","PDG000000004.1046","PDT000252978.2","PRJNA368991"
"33547","PDG000000004.1046","PDT000252975.2","PRJNA230968"
"33548","PDG000000004.1046","PDT000252976.2","PRJNA230968"
"33549","PDG000000004.1046","PDT000252979.2","PRJNA230969"
"33550","PDG000000004.1046","PDT000252980.2","PRJNA230969"
"33551","PDG000000004.1046","PDT000252981.2","PRJNA230969"
"33552","PDG000000004.1046","PDT000252984.2","PRJNA230969"
"33553","PDG000000004.1046","PDT000252994.2","PRJNA230968"
"33554","PDG000000004.1046","PDT000252996.2","PRJNA230969"
"33555","PDG000000004.1046","PDT000253002.2","PRJNA230969"
"33556","PDG000000004.1046","PDT000253004.2","PRJNA230969"
"33557","PDG000000004.1046","PDT000253006.2","PRJNA230969"
"33558","PDG000000004.1046","PDT000253016.2","PRJNA230969"
"33559","PDG000000004.1046","PDT000253020.2","PRJNA230969"
"33560","PDG000000004.1046","PDT000253021.2","PRJNA230969"
"33561","PDG000000004.1046","PDT000253019.2","PRJNA230969"
"33562","PDG000000004.1046","PDT000253025.2","PRJNA230969"
"33563","PDG000000004.1046","PDT000253028.2","PRJNA230969"
"33564","PDG000000004.1046","PDT000253034.2","PRJNA230969"
"33565","PDG000000004.1046","PDT000253036.2","PRJNA230969"
"33566","PDG000000004.1046","PDT000253038.2","PRJNA230969"
"33567","PDG000000004.1046","PDT000253041.2","PRJNA230969"
"33568","PDG000000004.1046","PDT000253047.2","PRJNA230969"
"33569","PDG000000004.1046","PDT000253045.2","PRJNA230969"
"33570","PDG000000004.1046","PDT000253054.2","PRJNA230969"
"33571","PDG000000004.1046","PDT000253055.2","PRJNA230969"
"33572","PDG000000004.1046","PDT000253058.2","PRJNA230969"
"33573","PDG000000004.1046","PDT000253057.2","PRJNA230969"
"33574","PDG000000004.1046","PDT000253061.2","PRJNA325243"
"33575","PDG000000004.1046","PDT000253062.2","PRJNA230969"
"33576","PDG000000004.1046","PDT000253060.2","PRJNA230969"
"33577","PDG000000004.1046","PDT000253066.2","PRJNA230969"
"33578","PDG000000004.1046","PDT000253072.2","PRJNA283914"
"33579","PDG000000004.1046","PDT000253084.2","PRJNA218110"
"33580","PDG000000004.1046","PDT000253083.2","PRJNA218110"
"33581","PDG000000004.1046","PDT000253085.2","PRJNA218110"
"33582","PDG000000004.1046","PDT000253088.2","PRJNA218110"
"33583","PDG000000004.1046","PDT000253086.2","PRJNA218110"
"33584","PDG000000004.1046","PDT000253087.2","PRJNA218110"
"33585","PDG000000004.1046","PDT000253094.2","PRJNA218110"
"33586","PDG000000004.1046","PDT000253093.2","PRJNA218110"
"33587","PDG000000004.1046","PDT000253092.2","PRJNA218110"
"33588","PDG000000004.1046","PDT000253091.2","PRJNA218110"
"33589","PDG000000004.1046","PDT000253100.2","PRJNA218110"
"33590","PDG000000004.1046","PDT000253096.2","PRJNA218110"
"33591","PDG000000004.1046","PDT000253097.2","PRJNA218110"
"33592","PDG000000004.1046","PDT000253099.2","PRJNA218110"
"33593","PDG000000004.1046","PDT000253098.2","PRJNA218110"
"33594","PDG000000004.1046","PDT000253101.2","PRJNA218110"
"33595","PDG000000004.1046","PDT000253103.2","PRJNA218110"
"33596","PDG000000004.1046","PDT000253104.2","PRJNA218110"
"33597","PDG000000004.1046","PDT000253106.2","PRJNA218110"
"33598","PDG000000004.1046","PDT000253107.2","PRJNA218110"
"33599","PDG000000004.1046","PDT000253102.2","PRJNA218110"
"33600","PDG000000004.1046","PDT000253111.2","PRJNA218110"
"33601","PDG000000004.1046","PDT000253108.2","PRJNA218110"
"33602","PDG000000004.1046","PDT000253110.2","PRJNA218110"
"33603","PDG000000004.1046","PDT000253115.2","PRJNA218110"
"33604","PDG000000004.1046","PDT000253114.2","PRJNA218110"
"33605","PDG000000004.1046","PDT000253113.2","PRJNA230968"
"33606","PDG000000004.1046","PDT000253117.2","PRJNA230968"
"33607","PDG000000004.1046","PDT000253118.2","PRJNA230968"
"33608","PDG000000004.1046","PDT000253116.2","PRJNA230968"
"33609","PDG000000004.1046","PDT000253119.2","PRJNA230968"
"33610","PDG000000004.1046","PDT000253124.2","PRJNA230969"
"33611","PDG000000004.1046","PDT000253123.2","PRJNA230968"
"33612","PDG000000004.1046","PDT000253120.2","PRJNA230968"
"33613","PDG000000004.1046","PDT000253122.2","PRJNA230968"
"33614","PDG000000004.1046","PDT000253121.2","PRJNA218110"
"33615","PDG000000004.1046","PDT000253129.2","PRJNA218110"
"33616","PDG000000004.1046","PDT000253131.2","PRJNA218110"
"33617","PDG000000004.1046","PDT000253135.2","PRJNA218110"
"33618","PDG000000004.1046","PDT000253134.2","PRJNA218110"
"33619","PDG000000004.1046","PDT000253132.2","PRJNA218110"
"33620","PDG000000004.1046","PDT000253130.2","PRJNA230969"
"33621","PDG000000004.1046","PDT000253133.2","PRJNA218110"
"33622","PDG000000004.1046","PDT000253137.2","PRJNA218110"
"33623","PDG000000004.1046","PDT000253139.2","PRJNA218110"
"33624","PDG000000004.1046","PDT000253141.2","PRJNA218110"
"33625","PDG000000004.1046","PDT000253136.2","PRJNA218110"
"33626","PDG000000004.1046","PDT000253138.2","PRJNA218110"
"33627","PDG000000004.1046","PDT000253144.2","PRJNA218110"
"33628","PDG000000004.1046","PDT000253142.2","PRJNA218110"
"33629","PDG000000004.1046","PDT000253145.2","PRJNA230969"
"33630","PDG000000004.1046","PDT000253143.2","PRJNA218110"
"33631","PDG000000004.1046","PDT000039518.3","PRJNA218110"
"33632","PDG000000004.1046","PDT000039515.3","PRJNA218110"
"33633","PDG000000004.1046","PDT000039517.3","PRJNA218110"
"33634","PDG000000004.1046","PDT000253149.2","PRJNA230969"
"33635","PDG000000004.1046","PDT000253653.1","PRJNA352198"
"33636","PDG000000004.1046","PDT000253654.1","PRJNA352198"
"33637","PDG000000004.1046","PDT000253655.1","PRJNA352198"
"33638","PDG000000004.1046","PDT000253656.1","PRJNA352198"
"33639","PDG000000004.1046","PDT000253657.1","PRJNA352198"
"33640","PDG000000004.1046","PDT000253658.1","PRJNA352198"
"33641","PDG000000004.1046","PDT000253659.1","PRJNA352198"
"33642","PDG000000004.1046","PDT000253660.1","PRJNA352198"
"33643","PDG000000004.1046","PDT000253661.1","PRJNA352198"
"33644","PDG000000004.1046","PDT000253662.1","PRJNA352198"
"33645","PDG000000004.1046","PDT000253663.1","PRJNA352198"
"33646","PDG000000004.1046","PDT000253664.1","PRJNA352198"
"33647","PDG000000004.1046","PDT000253667.1","PRJNA352198"
"33648","PDG000000004.1046","PDT000253668.1","PRJNA352198"
"33649","PDG000000004.1046","PDT000253669.1","PRJNA352198"
"33650","PDG000000004.1046","PDT000253670.1","PRJNA352198"
"33651","PDG000000004.1046","PDT000253671.1","PRJNA352198"
"33652","PDG000000004.1046","PDT000253672.1","PRJNA352198"
"33653","PDG000000004.1046","PDT000253673.1","PRJNA352198"
"33654","PDG000000004.1046","PDT000253674.1","PRJNA352198"
